Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
alum,alumnus.n.01,noun.person,n,a person who has received a degree from a school (high school or college or university),[],person,,N
alumna,alumnus.n.01,noun.person,n,a person who has received a degree from a school (high school or college or university),[],person,,N
alumnus,alumnus.n.01,noun.person,n,a person who has received a degree from a school (high school or college or university),[],person,,N
alvar_aalto,aalto.n.01,noun.person,n,Finnish architect and designer of furniture (1898-1976),[],,,N
alvin_ailey,ailey.n.01,noun.person,n,United States choreographer noted for his use of African elements (born in 1931),[],,,N
amaethon,amaethon.n.01,noun.person,n,the farmer god; ancient god of agriculture,[],,,
amah,wet_nurse.n.01,noun.person,n,a woman hired to suckle a child of someone else,[],woman,,F
amah,maid.n.01,noun.person,n,a female domestic,[],domestic,female,F
amalgamator,amalgamator.n.01,noun.person,n,a businessman who arranges an amalgamation of two or more commercial companies,[],,,N
amandine_aurore_lucie_dupin,sand.n.02,noun.person,n,French writer known for works concerning women's rights and independence (1804-1876),[],,,
amanuensis,stenographer.n.01,noun.person,n,someone skilled in the transcription of speech (especially dictation),[],someone,,N
amaterasu,amaterasu.n.01,noun.person,n,central deity of Shinto; goddess personifying the sun and ancestress of the rulers of Japan,[],,,
amaterasu_omikami,amaterasu.n.01,noun.person,n,central deity of Shinto; goddess personifying the sun and ancestress of the rulers of Japan,[],,,
amati,amati.n.01,noun.person,n,Italian violin maker in Cremona; taught the craft to Guarneri and Stradivari (1596-1684),[],,,N
amazon,amazon.n.01,noun.person,n,a large strong and aggressive woman,[],woman,,F
amazon,amazon.n.02,noun.person,n,(Greek mythology) one of a nation of women warriors of Scythia (who burned off the right breast in order to use a bow and arrow more effectively),[],,,
ambassador,ambassador.n.01,noun.person,n,a diplomat of the highest rank; accredited as representative from one country to another,[],,,
ambassador,ambassador.n.02,noun.person,n,an informal representative,['an ambassador of good will'],,,N
ambassadress,ambassadress.n.01,noun.person,n,a woman ambassador,[],ambassador,woman,F
ambler,saunterer.n.01,noun.person,n,someone who walks at a leisurely pace,[],someone,,N
ambrogio_damiano_achille_ratti,pius_xi.n.01,noun.person,n,pope who signed a treaty with Mussolini recognizing the Vatican City as an independent state (1857-1939),[],,,N
ambrose,ambrose.n.01,noun.person,n,(Roman Catholic Church) Roman priest who became bishop of Milan; the first Church Father born and raised in the Christian faith; composer of hymns; imposed orthodoxy on the early Christian church and built up its secular power; a saint and Doctor of the Church (340?-397),[],,,N
ambrose_bierce,bierce.n.01,noun.person,n,United States writer of caustic wit (1842-1914),[],,,
ambrose_everett_burnside,burnside.n.01,noun.person,n,United States general in the American Civil War who was defeated by Robert E. Lee at the Battle of Fredericksburg (1824-1881),[],,,
ambrose_gwinett_bierce,bierce.n.01,noun.person,n,United States writer of caustic wit (1842-1914),[],,,
ambulance_chaser,ambulance_chaser.n.01,noun.person,n,an unethical lawyer who incites accident victims to sue,[],,,N
ambusher,ambusher.n.01,noun.person,n,an attacker who waits in a concealed position to launch a surprise attack,[],,,N
amedeo_avogadro,avogadro.n.01,noun.person,n,Italian physicist noted for his work on gases; proposed what has come to be called Avogadro's law (1776-1856),[],,,N
amedeo_modigliano,modigliani.n.01,noun.person,n,Italian painter and sculptor (1884-1920),[],,,N
ameer,emir.n.01,noun.person,n,an independent ruler or chieftain (especially in Africa or Arabia),[],,,N
amelia_earhart,earhart.n.01,noun.person,n,first woman aviator to fly solo nonstop across the Atlantic (1928); while attempting to fly around the world she disappeared over the Pacific (1898-1937),[],,,
amen,amen.n.01,noun.person,n,a primeval Egyptian personification of air and breath; worshipped especially at Thebes,[],,,N
amen-ra,amen-ra.n.01,noun.person,n,Egyptian sun god; supreme god of the universe in whom Amen and Ra were merged; principal deity during Theban supremacy,[],,,
amenhotep_iv,akhenaton.n.01,noun.person,n,early ruler of Egypt who rejected the old gods and replaced them with sun worship (died in 1358 BC),[],,,N
american_indian,indian.n.01,noun.person,n,a member of the race of people living in America when Europeans arrived,[],member,,N
american_revolutionary_leader,american_revolutionary_leader.n.01,noun.person,n,a nationalist leader in the American Revolution and in the creation of the United States,[],,,N
americus_vespucius,vespucci.n.01,noun.person,n,Florentine navigator who explored the coast of South America; America was named in his honor (1454-1512),[],,,
amerigo_vespucci,vespucci.n.01,noun.person,n,Florentine navigator who explored the coast of South America; America was named in his honor (1454-1512),[],,,
amerindian,amerindian.n.01,noun.person,n,any member of the peoples living in North or South America before the Europeans arrived,[],member,,N
amerindian_race,indian_race.n.02,noun.person,n,usually included in the Mongoloid race,[],,,
amhara,amhara.n.01,noun.person,n,a member of the Semitic speaking people of northern Ethiopia,[],member,,N
amicus_curiae,amicus_curiae.n.01,noun.person,n,an adviser to the court on some matter of law who is not a party to the case; usually someone who wants to influence the outcome of a lawsuit involving matters of wide public interest,[],,,N
amigo,amigo.n.01,noun.person,n,a friend or comrade,[],,,N
amir,emir.n.01,noun.person,n,an independent ruler or chieftain (especially in Africa or Arabia),[],,,N
amish,amish.n.01,noun.person,n,an American follower of the Mennonite religion,[],,,N
amon,amen.n.01,noun.person,n,a primeval Egyptian personification of air and breath; worshipped especially at Thebes,[],,,N
amon-ra,amen-ra.n.01,noun.person,n,Egyptian sun god; supreme god of the universe in whom Amen and Ra were merged; principal deity during Theban supremacy,[],,,
amor,cupid.n.01,noun.person,n,(Roman mythology) god of love; counterpart of Greek Eros,[],,,
amora,amora.n.01,noun.person,n,one of a group of rabbis (active AD 250-500) who discussed the Mishnaic law in the law schools of Palestine and Mesopotamia where they explained and applied earlier teachings and whose discussions are recorded in the Talmud; they emphasized the study of Torah and the importance of personal action and the fulfillment of the commandments,[],one,,N
amoralist,amoralist.n.01,noun.person,n,someone who adheres to the doctrine that ordinary moral distinctions are invalid,[],someone,,N
amorist,amorist.n.01,noun.person,n,one dedicated to love and lovemaking especially one who writes about love,[],one,,N
amos,amos.n.01,noun.person,n,a Hebrew shepherd and minor prophet,[],,,N
amphisbaena,amphisbaena.n.01,noun.person,n,(classical mythology) a serpent with a head at each end of its body,[],,,
amputator,amputator.n.01,noun.person,n,a surgeon who removes part or all of a limb,[],,,
amputee,amputee.n.01,noun.person,n,someone who has had a limb removed by amputation,[],someone,,N
amun,amen.n.01,noun.person,n,a primeval Egyptian personification of air and breath; worshipped especially at Thebes,[],,,N
amun_ra,amen-ra.n.01,noun.person,n,Egyptian sun god; supreme god of the universe in whom Amen and Ra were merged; principal deity during Theban supremacy,[],,,
amundsen,amundsen.n.01,noun.person,n,Norwegian explorer who was the first to traverse the Northwest Passage and in 1911 the first to reach the South Pole (1872-1928),[],,,N
amy_lowell,lowell.n.03,noun.person,n,United States poet (1874-1925),[],,,
amy_lyon,hamilton.n.02,noun.person,n,English beauty who was the mistress of Admiral Nelson (1765-1815),[],,,F
ana,ana.n.01,noun.person,n,mother of the ancient Irish gods; sometimes identified with Danu,[],mother,,F
anabaptist,anabaptist.n.01,noun.person,n,adherent of Anabaptism,[],,,N
anachronism,anachronism.n.03,noun.person,n,a person who seems to be displaced in time; who belongs to another age,[],person,,N
anaesthetist,anesthesiologist.n.01,noun.person,n,a specialist who administers an anesthetic to a patient before he is treated,[],,,
anagnost,anagnost.n.01,noun.person,n,a cleric in the minor orders of the Eastern Orthodox Church who reads the lessons aloud in the liturgy (analogous to the lector in the Roman Catholic Church),[],,,N
analogist,analogist.n.01,noun.person,n,someone who looks for analogies or who reasons by analogy,[],someone,,N
analphabet,analphabet.n.01,noun.person,n,an illiterate person who does not know the alphabet,[],person,,N
analysand,analysand.n.01,noun.person,n,a person undergoing psychoanalysis,[],person,,N
analyst,analyst.n.01,noun.person,n,someone who is skilled at analyzing data,[],someone,,N
analyst,analyst.n.02,noun.person,n,an expert who studies financial data (on credit or securities or sales or financial patterns etc.) and recommends appropriate business actions,[],,,N
analyst,analyst.n.03,noun.person,n,a licensed practitioner of psychoanalysis,[],,,N
ananias,ananias.n.01,noun.person,n,a habitual liar (after a New Testament character who was struck dead for lying),[],,,N
anapurna,parvati.n.01,noun.person,n,wife of Siva and a benevolent aspect of Devi: Hindu goddess of plenty,[],wife,,F
anarchist,anarchist.n.01,noun.person,n,an advocate of anarchism,[],,,N
anas,ana.n.01,noun.person,n,mother of the ancient Irish gods; sometimes identified with Danu,[],mother,,F
anasazi,anasazi.n.01,noun.person,n,a Native American who lived in what is now southern Colorado and Utah and northern Arizona and New Mexico and who built cliff dwellings,[],,,
anathema,anathema.n.01,noun.person,n,a detested person,['he is an anathema to me'],person,,N
anatole_france,france.n.02,noun.person,n,French writer of sophisticated novels and short stories (1844-1924),[],,,
anatoli_karpov,karpov.n.01,noun.person,n,Russian chess master who was world champion from 1975 until 1985 when he was defeated by Gary Kasparov (born in 1951),[],,,N
anatoli_yevgenevich_karpov,karpov.n.01,noun.person,n,Russian chess master who was world champion from 1975 until 1985 when he was defeated by Gary Kasparov (born in 1951),[],,,N
anatomist,anatomist.n.01,noun.person,n,an expert in anatomy,[],,,N
anaxagoras,anaxagoras.n.01,noun.person,n,a presocratic Athenian philosopher who maintained that everything is composed of very small particles that were arranged by some eternal intelligence (500-428 BC),[],,,
anaximander,anaximander.n.01,noun.person,n,a presocratic Greek philosopher and student of Thales who believed the universal substance to be infinity rather than something resembling ordinary objects (611-547 BC),[],,,
anaximenes,anaximenes.n.01,noun.person,n,a presocratic Greek philosopher and associate of Anaximander who believed that all things are made of air in different degrees of density (6th century BC),[],,,
ancestor,ancestor.n.01,noun.person,n,someone from whom you are descended (but usually more remote than a grandparent),[],someone,,N
ancestress,ancestress.n.01,noun.person,n,a woman ancestor,[],ancestor,woman,F
anchor,anchor.n.03,noun.person,n,a television reporter who coordinates a broadcast to which several correspondents contribute,[],,,N
anchorite,anchorite.n.01,noun.person,n,one retired from society for religious reasons,[],one,,N
anchorman,anchor.n.03,noun.person,n,a television reporter who coordinates a broadcast to which several correspondents contribute,[],,,N
anchorperson,anchor.n.03,noun.person,n,a television reporter who coordinates a broadcast to which several correspondents contribute,[],,,N
ancients,ancient.n.01,noun.person,n,a very old person,[],person,,N
ancients,ancient.n.02,noun.person,n,a person who lived in ancient times,[],person,,N
anders_celsius,celsius.n.01,noun.person,n,Swedish astronomer who devised the centigrade thermometer (1701-1744),[],,,
andersen,andersen.n.01,noun.person,n,a Danish author remembered for his fairy stories (1805-1875),[],,,
anderson,anderson.n.01,noun.person,n,United States author whose works were frequently autobiographical (1876-1941),[],,,
anderson,anderson.n.02,noun.person,n,United States physicist who studied the electronic structure of magnetic and disordered systems (1923-),[],,,N
anderson,anderson.n.03,noun.person,n,United States dramatist (1888-1959),[],,,N
anderson,anderson.n.04,noun.person,n,United States contralto noted for her performance of spirituals (1902-1993),[],,,F
anderson,anderson.n.05,noun.person,n,United States physicist who discovered antimatter in the form of an antielectron that is called the positron (1905-1991),[],,,N
andre_derain,derain.n.01,noun.person,n,French painter and exponent of fauvism (1880-1954),[],,,N
andre_eglevsky,eglevsky.n.01,noun.person,n,United States ballet dancer (born in Russia) (1917-1977),[],,,
andre_gide,gide.n.01,noun.person,n,French author and dramatist who is regarded as the father of modern French literature (1869-1951),[],,,
andre_le_notre,le_notre.n.01,noun.person,n,French landscape gardener who designed many formal gardens including the parks of Versailles (1613-1700),[],,,N
andre_maginot,maginot.n.01,noun.person,n,French politician who proposed the Maginot Line (1877-1932),[],,,N
andre_malraux,malraux.n.01,noun.person,n,French novelist (1901-1976),[],,,N
andre_markoff,markov.n.01,noun.person,n,Russian mathematician (1856-1922),[],,,N
andre_maurois,maurois.n.01,noun.person,n,French writer best known for his biographies (1885-1967),[],,,
andre_paul_guillaume_gide,gide.n.01,noun.person,n,French author and dramatist who is regarded as the father of modern French literature (1869-1951),[],,,
andre_weil,weil.n.02,noun.person,n,United States mathematician (born in France) (1906-1998),[],,,N
andrea_guarneri,guarneri.n.02,noun.person,n,founder of a family of Italian violin makers (1626?-1698),[],,,N
andrea_mantegna,mantegna.n.01,noun.person,n,Italian painter and engraver noted for his frescoes (1431-1506),[],,,N
andrea_palladio,palladio.n.01,noun.person,n,highly original and much imitated Italian architect (1508-1580),[],,,
andreas_vesalius,vesalius.n.01,noun.person,n,a Flemish surgeon who is considered the father of modern anatomy (1514-1564),[],,,
andrei_andreyevich_gromyko,gromyko.n.01,noun.person,n,Soviet ambassador to the United States and to the United Nations (1909-1989),[],,,
andrei_arsenevich_tarkovsky,tarkovsky.n.01,noun.person,n,Russian filmmaker (1932-1986),[],,,N
andrei_dimitrievich_sakharov,sakharov.n.01,noun.person,n,Soviet physicist and dissident; helped develop the first Russian hydrogen bomb; advocated nuclear disarmament and campaigned for human rights (1921-1989),[],,,N
andrei_gromyko,gromyko.n.01,noun.person,n,Soviet ambassador to the United States and to the United Nations (1909-1989),[],,,
andrei_markov,markov.n.01,noun.person,n,Russian mathematician (1856-1922),[],,,N
andrei_sakharov,sakharov.n.01,noun.person,n,Soviet physicist and dissident; helped develop the first Russian hydrogen bomb; advocated nuclear disarmament and campaigned for human rights (1921-1989),[],,,N
andrei_tarkovsky,tarkovsky.n.01,noun.person,n,Russian filmmaker (1932-1986),[],,,N
andrei_voznesenski,voznesenski.n.01,noun.person,n,Russian poet (born in 1933),[],,,
andres_martinez,sanchez.n.01,noun.person,n,Venezuelan master terrorist raised by a Marxist-Leninist father; trained and worked with many terrorist groups (born in 1949),[],,,N
andres_segovia,segovia.n.01,noun.person,n,Spanish guitarist who made classical guitar a concert instrument (1893-1987),[],,,N
andrew,andrew.n.01,noun.person,n,(New Testament) disciple of Jesus; brother of Peter; patron saint of Scotland,[],,,
andrew_carnegie,carnegie.n.02,noun.person,n,United States industrialist and philanthropist who endowed education and public libraries and research trusts (1835-1919),[],,,N
andrew_d._white,white.n.08,noun.person,n,United States educator who in 1865 (with Ezra Cornell) founded Cornell University and served as its first president (1832-1918),[],,,N
andrew_dickson_white,white.n.08,noun.person,n,United States educator who in 1865 (with Ezra Cornell) founded Cornell University and served as its first president (1832-1918),[],,,N
andrew_fielding_huxley,huxley.n.01,noun.person,n,"English physiologist who, with Alan Hodgkin, discovered the role of potassium and sodium ions in the transmission of the nerve impulse (born in 1917)",[],,,
andrew_huxley,huxley.n.01,noun.person,n,"English physiologist who, with Alan Hodgkin, discovered the role of potassium and sodium ions in the transmission of the nerve impulse (born in 1917)",[],,,
andrew_jackson,jackson.n.07,noun.person,n,7th president of the US; successfully defended New Orleans from the British in 1815; expanded the power of the presidency (1767-1845),[],,,N
andrew_jackson_downing,downing.n.01,noun.person,n,United States landscape architect who designed the grounds of the White House and the Capitol Building (1815-1852),[],,,N
andrew_johnson,johnson.n.03,noun.person,n,17th President of the United States; was elected vice president and succeeded Lincoln when Lincoln was assassinated; was impeached but acquitted by one vote (1808-1875),[],,,
andrew_lloyd_webber,lloyd_webber.n.01,noun.person,n,English composer of many successful musicals (some in collaboration with Sir Tim Rice) (born in 1948),[],,,N
andrew_marvell,marvell.n.01,noun.person,n,English poet (1621-1678),[],,,
andrew_mellon,mellon.n.01,noun.person,n,United States financier and philanthropist (1855-1937),[],,,N
andrew_w._mellon,mellon.n.01,noun.person,n,United States financier and philanthropist (1855-1937),[],,,N
andrew_william_mellon,mellon.n.01,noun.person,n,United States financier and philanthropist (1855-1937),[],,,N
andrew_wyeth,wyeth.n.01,noun.person,n,United States painter (born in 1917),[],,,N
andrews,andrews.n.01,noun.person,n,United States naturalist who contributed to paleontology and geology (1884-1960),[],,,
andrews,andrew.n.01,noun.person,n,(New Testament) disciple of Jesus; brother of Peter; patron saint of Scotland,[],,,
andrija_mohorovicic,mohorovicic.n.01,noun.person,n,Yugoslav geophysicist for whom the Mohorovicic discontinuity was named (1857-1936),[],,,
androgyne,hermaphrodite.n.01,noun.person,n,one having both male and female sexual characteristics and organs; at birth an unambiguous assignment of male or female cannot be made,[],one,,N
andromeda,andromeda.n.03,noun.person,n,"(Greek mythology) an Ethiopian princess and daughter of Cassiopeia; she was fastened to a rock and exposed to a sea monster that was sent by Poseidon, but she was rescued by Perseus and became his wife",[],,,
andrzej_wajda,wajda.n.01,noun.person,n,Polish filmmaker (born in 1929),[],,,N
andvari,andvari.n.01,noun.person,n,(Norse mythology) a dwarf who possessed a treasure that was stolen by Loki,[],,,
andy_warhol,warhol.n.01,noun.person,n,United States artist who was a leader of the Pop Art movement (1930-1987),[],,,N
anecdotist,anecdotist.n.01,noun.person,n,a person skilled in telling anecdotes,[],person,,N
anesthesiologist,anesthesiologist.n.01,noun.person,n,a specialist who administers an anesthetic to a patient before he is treated,[],,,
anesthetist,anesthesiologist.n.01,noun.person,n,a specialist who administers an anesthetic to a patient before he is treated,[],,,
angel,angel.n.01,noun.person,n,spiritual being attendant upon God,[],,,N
angel,saint.n.02,noun.person,n,person of exceptional holiness,[],person,,N
angel,angel.n.03,noun.person,n,invests in a theatrical production,[],,,
angelo_correr,gregory.n.04,noun.person,n,the Italian pope from 1406 to 1415 who worked to end the Great Schism and who retired to make it possible (1327-1417),[],,,N
angelo_guiseppe_roncalli,john_xxiii.n.01,noun.person,n,Italian pope from 1958 to 1963 who convoked the Second Vatican Council (1881-1963),[],,,N
angevin,angevin.n.01,noun.person,n,a resident of Anjou,[],,,N
angevine,angevin.n.01,noun.person,n,a resident of Anjou,[],,,N
angiologist,angiologist.n.01,noun.person,n,a physician who specializes in angiology,[],,,N
angle,angle.n.03,noun.person,n,a member of a Germanic people who conquered England and merged with the Saxons and Jutes to become Anglo-Saxons,[],member,,N
angler,angler.n.01,noun.person,n,a scheming person; someone who schemes to gain an advantage,[],person,,N
angler,angler.n.02,noun.person,n,a fisherman who uses a hook and line,[],,,N
anglican_catholic,anglican_catholic.n.01,noun.person,n,a member of the Anglican Church who emphasizes its Catholic character,[],member,,N
anglo-american,anglo-american.n.01,noun.person,n,an American who was born in Britain or one whose ancestors were British,[],,,
anglo-saxon_deity,anglo-saxon_deity.n.01,noun.person,n,(Anglo-Saxon mythology) a deity worshipped by the Anglo-Saxons,[],,,
anglophil,anglophile.n.01,noun.person,n,an admirer of England and things English,[],,,N
anglophile,anglophile.n.01,noun.person,n,an admirer of England and things English,[],,,N
anglophobe,anglophobe.n.01,noun.person,n,a person who hates England and everything English,[],person,,N
angolese,angolese.n.01,noun.person,n,a member of the Bantu tribes resident in Angola,[],member,,N
angus,angus_og.n.01,noun.person,n,Celtic god of love and beauty; patron deity of young men and women,[],,,
angus_frank_johnstone_wilson,wilson.n.02,noun.person,n,English writer of novels and short stories (1913-1991),[],,,
angus_og,angus_og.n.01,noun.person,n,Celtic god of love and beauty; patron deity of young men and women,[],,,
anicius_manlius_severinus_boethius,boethius.n.01,noun.person,n,a Roman who was an early Christian philosopher and statesman who was executed for treason; Boethius had a decisive influence on medieval logic (circa 480-524),[],,,
animal_fancier,animal_fancier.n.01,noun.person,n,a person who breeds animals,[],person,,N
animal_scientist,zoologist.n.01,noun.person,n,a specialist in the branch of biology dealing with animals,[],,,N
animal_stuffer,taxidermist.n.01,noun.person,n,a craftsman who stuffs and mounts the skins of animals for display,[],,,N
animal_trainer,animal_trainer.n.01,noun.person,n,one who trains or exhibits animals,[],one,,N
animator,energizer.n.01,noun.person,n,someone who imparts energy and vitality and spirit to other people,[],someone,,N
animator,animator.n.02,noun.person,n,the technician who produces animated cartoons,[],,,N
anna_amalia_mercouri,mercouri.n.01,noun.person,n,Greek film actress (1925-1994),[],,,F
anna_eleanor_roosevelt,roosevelt.n.02,noun.person,n,wife of Franklin Roosevelt and a strong advocate of human rights (1884-1962),[],wife,,F
anna_howard_shaw,shaw.n.03,noun.person,n,United States physician and suffragist (1847-1919),[],,,N
anna_mary_robertson_moses,moses.n.02,noun.person,n,United States painter of colorful and primitive rural scenes (1860-1961),[],,,N
anna_pavlova,pavlova.n.01,noun.person,n,Russian ballerina (1882-1931),[],,,F
annalist,annalist.n.01,noun.person,n,a historian who writes annals,[],,,N
annamese,vietnamese.n.01,noun.person,n,a native or inhabitant of Vietnam,[],,,
annapurna,parvati.n.01,noun.person,n,wife of Siva and a benevolent aspect of Devi: Hindu goddess of plenty,[],wife,,F
anne,anne.n.01,noun.person,n,Queen of England and Scotland and Ireland; daughter if James II and the last of the Stuart monarchs; in 1707 she was the last English ruler to exercise the royal veto over parliament (1665-1714),[],,,
anne_boleyn,boleyn.n.01,noun.person,n,the second wife of Henry VIII and mother of Elizabeth I; was executed on a charge of adultery (1507-1536),[],wife,,F
anne_bradstreet,bradstreet.n.01,noun.person,n,poet in colonial America (born in England) (1612-1672),[],,,
anne_bronte,bronte.n.01,noun.person,n,English novelist; youngest of three Bronte sisters (1820-1849),[],,,N
anne_dudley_bradstreet,bradstreet.n.01,noun.person,n,poet in colonial America (born in England) (1612-1672),[],,,
anne_hathaway,hathaway.n.01,noun.person,n,wife of William Shakespeare (1556-1623),[],wife,,F
anne_hutchinson,hutchinson.n.01,noun.person,n,American colonist (born in England) who was banished from Boston for her religious views (1591-1643),[],,,N
anne_mansfield_sullivan,sullivan.n.04,noun.person,n,United States educator who was the teacher and lifelong companion of Helen Keller (1866-1936),[],,,N
anne_robert_jacques_turgot,turgot.n.01,noun.person,n,French economist who in 1774 was put in control of finances by Louis XVI; his proposals for reforms that involved abolishing feudal privileges made him unpopular with the aristocracy and in 1776 he was dismissed (1727-1781),[],,,N
anne_sexton,sexton.n.01,noun.person,n,United States poet (1928-1974),[],,,
anne_sullivan,sullivan.n.04,noun.person,n,United States educator who was the teacher and lifelong companion of Helen Keller (1866-1936),[],,,N
annie_oakley,oakley.n.01,noun.person,n,United States sharpshooter who was featured in Buffalo Bill's Wild West Show (1860-1926),[],,,N
annihilator,annihilator.n.01,noun.person,n,a total destroyer,[],,,N
annotator,annotator.n.01,noun.person,n,a commentator who writes notes to a text,[],,,N
announcer,announcer.n.01,noun.person,n,someone who proclaims a message publicly,[],someone,,N
announcer,announcer.n.02,noun.person,n,"reads news, commercials on radio or television",[],,,
annoyance,aggravator.n.01,noun.person,n,an unpleasant person who is annoying or exasperating,[],person,,N
annoyer,tease.n.01,noun.person,n,someone given to teasing (as by mocking or stirring curiosity),[],someone,,N
annuitant,annuitant.n.01,noun.person,n,the recipient of an annuity,[],,,N
anointer,anointer.n.01,noun.person,n,one who anoints as a religious ceremony,[],one,,N
anomalist,anomalist.n.01,noun.person,n,someone who has a special interest in exceptional cases,[],someone,,N
anomaly,anomaly.n.02,noun.person,n,a person who is unusual,[],person,,N
anouilh,anouilh.n.01,noun.person,n,French dramatist noted for his reinterpretations of Greek myths (1910-1987),[],,,N
anpu,anubis.n.01,noun.person,n,Egyptian god of tombs and ruler of the underworld; usually depicted as a man with the head of a jackal,[],,,
anselm,anselm.n.01,noun.person,n,an Italian who was a Benedictine monk; was archbishop of Canterbury from 1093 to 1109; one of the founders of scholasticism; best known for his proof of the existence of God,[],,,
anshar,anshar.n.01,noun.person,n,the Babylonian father of the gods; identified with Assyrian Ashur; in Sumerian the name signifies `the totality of the upper world',[],father,,M
answerer,respondent.n.02,noun.person,n,someone who responds,[],someone,,N
antagonist,adversary.n.01,noun.person,n,someone who offers opposition,[],someone,,N
antediluvian_patriarch,antediluvian.n.01,noun.person,n,any of the early patriarchs who lived prior to the Noachian deluge,[],,,
anthologist,anthologist.n.01,noun.person,n,an editor who makes selections for an anthology,[],,,N
anthony,antony.n.01,noun.person,n,Roman general under Julius Caesar in the Gallic wars; repudiated his wife for the Egyptian queen Cleopatra; they were defeated by Octavian at Actium (83-30 BC),[],,,N
anthony,anthony.n.02,noun.person,n,United States suffragist (1820-1906),[],,,N
anthony_burgess,burgess.n.01,noun.person,n,English writer of satirical novels (1917-1993),[],,,
anthony_charles_lynton_blair,blair.n.01,noun.person,n,British statesman who became prime minister in 1997 (born in 1953),[],,,M
anthony_comstock,comstock.n.01,noun.person,n,United States reformer who led moral crusades against art and literature that he considered obscene (1844-1915),[],,,N
anthony_hopkins,hopkins.n.05,noun.person,n,Welsh film actor (born in 1937),[],,,
anthony_trollope,trollope.n.01,noun.person,n,English writer of novels (1815-1882),[],,,
anthony_vandyke,vandyke.n.01,noun.person,n,Flemish painter of numerous portraits (1599-1641),[],,,N
anthony_wayne,wayne.n.02,noun.person,n,American general during the American Revolution (1745-1796),[],,,N
anthropologist,anthropologist.n.01,noun.person,n,a social scientist who specializes in anthropology,[],,,N
anthropophagite,cannibal.n.01,noun.person,n,a person who eats human flesh,[],person,,N
anthropophagus,cannibal.n.01,noun.person,n,a person who eats human flesh,[],person,,N
antichrist,antichrist.n.01,noun.person,n,(Christianity) the adversary of Christ (or Christianity) mentioned in the New Testament; the Antichrist will rule the world until overthrown by the Second Coming of Christ,[],,,
anticipator,anticipator.n.01,noun.person,n,one who anticipates,[],one,,N
antifeminist,antifeminist.n.01,noun.person,n,someone who does not believe in the social or economic or political equality of men and women,[],someone,,N
antigone,antigone.n.01,noun.person,n,(Greek mythology) the daughter of King Oedipus who disobeyed her father and was condemned to death,[],,,
antigonus,antigonus.n.01,noun.person,n,a general of Alexander the Great and king of Macedonia; lost one eye; killed in a battle at Ipsus (382-301 BC),[],,,N
antigonus_cyclops,antigonus.n.01,noun.person,n,a general of Alexander the Great and king of Macedonia; lost one eye; killed in a battle at Ipsus (382-301 BC),[],,,N
antihero,antihero.n.01,noun.person,n,a protagonist who lacks the characteristics that would make him a hero (or her a heroine),[],,,N
antipope,antipope.n.01,noun.person,n,someone who is elected pope in opposition to another person who is held to be canonically elected,['the antipopes resided in Avignon during the Great Schism'],someone,,N
antiquary,antiquary.n.01,noun.person,n,an expert or collector of antiquities,[],,,N
antoine_domino,domino.n.01,noun.person,n,United States rhythm and blues pianist and singer and composer (born in 1928),[],,,N
antoine_henri_becquerel,becquerel.n.01,noun.person,n,French physicist who discovered that rays emitted by uranium salts affect photographic plates (1852-1908),[],,,
antoine_laurent_de_jussieu,jussieu.n.01,noun.person,n,French botanist who categorized plants into families and developed a system of plant classification (1748-1836),[],,,
antoine_laurent_lavoisier,lavoisier.n.01,noun.person,n,French chemist known as the father of modern chemistry; discovered oxygen and disproved the theory of phlogiston (1743-1794),[],,,N
antoine_lavoisier,lavoisier.n.01,noun.person,n,French chemist known as the father of modern chemistry; discovered oxygen and disproved the theory of phlogiston (1743-1794),[],,,N
anton_bruckner,bruckner.n.01,noun.person,n,Austrian organist and composer of romantic music (1824-1896),[],,,N
anton_chekhov,chekhov.n.01,noun.person,n,Russian dramatist whose plays are concerned with the difficulty of communication between people (1860-1904),[],,,N
anton_chekov,chekhov.n.01,noun.person,n,Russian dramatist whose plays are concerned with the difficulty of communication between people (1860-1904),[],,,N
anton_gregor_rubinstein,rubinstein.n.02,noun.person,n,Russian composer and pianist (1829-1894),[],,,N
anton_grigorevich_rubinstein,rubinstein.n.02,noun.person,n,Russian composer and pianist (1829-1894),[],,,N
anton_pavlovich_chekhov,chekhov.n.01,noun.person,n,Russian dramatist whose plays are concerned with the difficulty of communication between people (1860-1904),[],,,N
anton_pavlovich_chekov,chekhov.n.01,noun.person,n,Russian dramatist whose plays are concerned with the difficulty of communication between people (1860-1904),[],,,N
anton_rubenstein,rubinstein.n.02,noun.person,n,Russian composer and pianist (1829-1894),[],,,N
anton_van_leeuwenhoek,leuwenhoek.n.01,noun.person,n,Dutch pioneer microscopist who was among the first to recognize cells in animals and who gave the first accurate descriptions of microbes and spermatozoa and blood corpuscles (1632-1723),[],,,N
anton_van_leuwenhoek,leuwenhoek.n.01,noun.person,n,Dutch pioneer microscopist who was among the first to recognize cells in animals and who gave the first accurate descriptions of microbes and spermatozoa and blood corpuscles (1632-1723),[],,,N
antonin_dvorak,dvorak.n.01,noun.person,n,Czech composer who combined folk elements with traditional forms (1841-1904),[],,,N
